Date,Close,Volume,Open,High,Low,Asset_Name,MA_7,MA_30,Daily_Return,Volatility_7,Day,Month,Year,DayOfWeek,Quarter,Close_lag1,Close_lag2,Close_lag7,EMA_7,Price_Range,Open_Close_Diff,Rolling_STD_7
2015-02-17,13.6233,59468295,13.7133,13.7133,13.4333,Tesla,14.046957142857142,13.754583333333333,0.0028414319050107,0.0178749651805723,17,2,2015,1,1,13.5847,13.5253,14.7327,13.895014115227813,0.28000000000000114,0.08999999999999986,0.45174473196390946
2015-02-18,13.6307,40663450,13.6113,13.7447,13.5067,Tesla,13.9241,13.742073333333332,0.0005431870398506,0.0181618644097355,18,2,2015,2,1,13.6233,13.5847,14.4907,13.82893558642086,0.23799999999999955,-0.019399999999999196,0.42722846347124493
2015-02-19,14.1137,77058006,13.6667,14.1627,13.5833,Tesla,13.8691,13.74302,0.0354347172192184,0.0246900760887884,19,2,2015,3,1,13.6307,13.6233,14.4987,13.900126689815645,0.5793999999999997,-0.4469999999999992,0.36049802588456337
2015-02-20,14.474,89675595,14.052,14.5067,13.9873,Tesla,13.876914285714289,13.75671,0.0255283873116192,0.0269678738803385,20,2,2015,4,1,14.1137,13.6307,14.4193,14.043595017361735,0.519400000000001,-0.4220000000000006,0.374724229394416
2015-02-23,13.8223,127306901,14.3773,14.5467,13.7553,Tesla,13.824857142857145,13.74942,-0.0450255630786237,0.031782706313921,23,2,2015,0,1,14.474,14.1137,14.1867,13.9882712630213,0.7913999999999994,0.5549999999999997,0.3489401565557383
2015-02-24,13.6073,98809421,13.8193,13.8193,13.4467,Tesla,13.836571428571428,13.743753333333332,-0.0155545748536785,0.0264408445854977,24,2,2015,1,1,13.8223,14.474,13.5253,13.893028447265975,0.37260000000000026,0.21199999999999974,0.33842563296479095
2015-02-25,13.584,58612546,13.6627,13.8093,13.5053,Tesla,13.836471428571429,13.747196666666667,-0.0017123161832252,0.0264173593156004,25,2,2015,2,1,13.6073,13.8223,13.5847,13.81577133544948,0.30400000000000027,0.07869999999999955,0.33851255375188
2015-02-26,13.8127,97020251,13.6,14.0727,13.4813,Tesla,13.863528571428573,13.75373,0.0168359835100118,0.0271613750144083,26,2,2015,3,1,13.584,13.6073,13.6233,13.815003501587109,0.5914000000000001,-0.2126999999999999,0.32597108621413007
2015-02-27,13.556,58070926,13.7933,13.9033,13.52,Tesla,13.852857142857143,13.777396666666666,-0.0185843462900084,0.0283048022410301,27,2,2015,4,1,13.8127,13.584,13.6307,13.750252626190331,0.3833000000000002,0.23730000000000118,0.3359341247781725
2015-03-02,13.155,118655971,13.5133,13.556,13.055,Tesla,13.7159,13.78952,-0.0295809973443493,0.0250511229264944,2,3,2015,0,1,13.556,13.8127,14.1137,13.601439469642749,0.5009999999999994,0.35829999999999984,0.40099359928391054
2015-03-03,13.304,66461967,13.1207,13.3496,13.0213,Tesla,13.548757142857143,13.803943333333333,0.0113264918282023,0.0221240004475309,3,3,2015,1,1,13.155,13.556,14.474,13.527079602232062,0.3283000000000005,-0.1833000000000009,0.24636154229872423
2015-03-04,13.4957,63228793,13.2833,13.5013,13.1473,Tesla,13.5021,13.82729,0.0144092002405291,0.0183029919488128,4,3,2015,2,1,13.304,13.155,13.8223,13.519234701674046,0.354000000000001,-0.2123999999999988,0.2148314067666303
2015-03-05,13.3753,73051928,13.5233,13.746,13.3433,Tesla,13.46895714285714,13.83631,-0.0089213601369324,0.0177232555934693,5,3,2015,3,1,13.4957,13.304,13.6073,13.483251026255534,0.40270000000000117,0.14800000000000146,0.21379010623460842
2015-03-06,12.9253,100581715,13.2807,13.3833,12.8101,Tesla,13.374857142857142,13.819109999999998,-0.0336441051789492,0.0212914918259802,6,3,2015,4,1,13.3753,13.4957,13.584,13.343763269691651,0.5731999999999999,0.3553999999999995,0.28710677953879354
2015-03-09,12.7253,100987615,12.9593,12.966,12.55,Tesla,13.219514285714284,13.795976666666666,-0.0154735286608433,0.0186290337059526,9,3,2015,0,1,12.9253,13.3753,13.8127,13.189147452268738,0.4159999999999986,0.23399999999999999,0.3043791792516325
